,repo_name,repo_owner,git_url,api_base_url,source_type,access_token,lang,commits,defective,done
0,geowebcache,GeoWebCache,https://github.com/GeoWebCache/geowebcache,http://api.github.com,github_repo,,Java,2470,653,1
1,lwan,lpereira,https://github.com/lpereira/lwan.git,http://api.github.com,github_repo,,C,2636,654,0
2,rskj,rsksmart,https://github.com/rsksmart/rskj,http://api.github.com,github_repo,,Java,3839,655,0
3,caffe,BVLC,https://github.com/BVLC/caffe.git,http://api.github.com,github_repo,,C++,4154,662,0
4,gwt-material,GwtMaterialDesign,https://github.com/GwtMaterialDesign/gwt-material,http://api.github.com,github_repo,,Java,2009,662,0
5,Chronicle-Map,OpenHFT,https://github.com/OpenHFT/Chronicle-Map,http://api.github.com,github_repo,,Java,2562,666,0
6,suite,planetfederal,https://github.com/planetfederal/suite,http://api.github.com,github_repo,,Java,8225,672,0
7,selenide,selenide,https://github.com/selenide/selenide,http://api.github.com,github_repo,,Java,2952,673,0
8,umlet,umlet,https://github.com/umlet/umlet,http://api.github.com,github_repo,,Java,1805,673,0
9,mirakel-android,MirakelX,https://github.com/MirakelX/mirakel-android,http://api.github.com,github_repo,,Java,3722,677,0
10,ProtocolSupport,ProtocolSupport,https://github.com/ProtocolSupport/ProtocolSupport,http://api.github.com,github_repo,,Java,2156,681,0
11,quickfixj,quickfix-j,https://github.com/quickfix-j/quickfixj,http://api.github.com,github_repo,,Java,1515,682,0
12,LuckPerms,lucko,https://github.com/lucko/LuckPerms,http://api.github.com,github_repo,,Java,1593,682,0
13,libjitsi,jitsi,https://github.com/jitsi/libjitsi,http://api.github.com,github_repo,,Java,2337,688,0
14,bugsnag-android,bugsnag,https://github.com/bugsnag/bugsnag-android,http://api.github.com,github_repo,,Java,2385,695,0
15,openwayback,iipc,https://github.com/iipc/openwayback,http://api.github.com,github_repo,,Java,3392,698,0
16,jfreechart,jfree,https://github.com/jfree/jfreechart,http://api.github.com,github_repo,,Java,3783,699,0
17,Skript,SkriptLang,https://github.com/SkriptLang/Skript,http://api.github.com,github_repo,,Java,2365,702,0
18,spring-cloud-dataflow,spring-cloud,https://github.com/spring-cloud/spring-cloud-dataflow,http://api.github.com,github_repo,,Java,2205,706,0
19,SmartYouTubeTV,yuliskov,https://github.com/yuliskov/SmartYouTubeTV,http://api.github.com,github_repo,,Java,2649,707,0
20,Universal-G-Code-Sender,winder,https://github.com/winder/Universal-G-Code-Sender,http://api.github.com,github_repo,,Java,2642,709,0
21,FastAsyncWorldedit,boy0001,https://github.com/boy0001/FastAsyncWorldedit,http://api.github.com,github_repo,,Java,1504,714,0
22,BiomesOPlenty,Glitchfiend,https://github.com/Glitchfiend/BiomesOPlenty,http://api.github.com,github_repo,,Java,2027,715,0
23,jMetal,jMetal,https://github.com/jMetal/jMetal,http://api.github.com,github_repo,,Java,3194,716,0
24,spring-data-redis,spring-projects,https://github.com/spring-projects/spring-data-redis,http://api.github.com,github_repo,,Java,2024,717,0
25,flexmark-java,vsch,https://github.com/vsch/flexmark-java,http://api.github.com,github_repo,,Java,1646,718,0
26,synthea,synthetichealth,https://github.com/synthetichealth/synthea,http://api.github.com,github_repo,,Java,2884,718,0
27,tez,apache,https://github.com/apache/tez,http://api.github.com,github_repo,,Java,2725,719,0
28,conscrypt,google,https://github.com/google/conscrypt,http://api.github.com,github_repo,,Java,3951,724,0
29,vis-ui,kotcrab,https://github.com/kotcrab/vis-ui,http://api.github.com,github_repo,,Java,2633,727,0
30,iri,iotaledger,https://github.com/iotaledger/iri,http://api.github.com,github_repo,,Java,2580,730,0
31,phoenix,forcedotcom,https://github.com/forcedotcom/phoenix,http://api.github.com,github_repo,,Java,3086,736,0
32,phoenix,apache,https://github.com/apache/phoenix,http://api.github.com,github_repo,,Java,3086,736,0
33,RoaringBitmap,RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap,http://api.github.com,github_repo,,Java,1941,740,0
34,mssql-jdbc,microsoft,https://github.com/microsoft/mssql-jdbc,http://api.github.com,github_repo,,Java,2005,747,0
35,ratpack,ratpack,https://github.com/ratpack/ratpack,http://api.github.com,github_repo,,Java,5880,747,0
36,ServiceStack,ServiceStack,https://github.com/ServiceStack/ServiceStack.git,http://api.github.com,github_repo,,C#,11023,749,0
37,flutter-intellij,flutter,https://github.com/flutter/flutter-intellij,http://api.github.com,github_repo,,Java,2158,749,0
38,TomP2P,tomp2p,https://github.com/tomp2p/TomP2P,http://api.github.com,github_repo,,Java,1636,752,0
39,carina,qaprosoft,https://github.com/qaprosoft/carina,http://api.github.com,github_repo,,Java,5468,755,0
40,flyingsaucer,flyingsaucerproject,https://github.com/flyingsaucerproject/flyingsaucer,http://api.github.com,github_repo,,Java,2818,759,0
41,science-journal,google,https://github.com/google/science-journal,http://api.github.com,github_repo,,Java,2448,759,0
42,zipkin,openzipkin,https://github.com/openzipkin/zipkin,http://api.github.com,github_repo,,Java,2312,761,0
43,pwm,pwm-project,https://github.com/pwm-project/pwm,http://api.github.com,github_repo,,Java,2634,771,0
44,Subsonic,daneren2005,https://github.com/daneren2005/Subsonic,http://api.github.com,github_repo,,Java,3859,773,0
45,Etar-Calendar,Etar-Group,https://github.com/Etar-Group/Etar-Calendar,http://api.github.com,github_repo,,Java,5915,786,0
46,liliths-throne-public,Innoxia,https://github.com/Innoxia/liliths-throne-public,http://api.github.com,github_repo,,Java,2058,794,0
47,maven-surefire,apache,https://github.com/apache/maven-surefire,http://api.github.com,github_repo,,Java,2818,796,0
48,onebusaway-android,OneBusAway,https://github.com/OneBusAway/onebusaway-android,http://api.github.com,github_repo,,Java,2293,797,0
49,alf.io,alfio-event,https://github.com/alfio-event/alf.io,http://api.github.com,github_repo,,Java,3096,798,0
50,tesseract,tesseract-ocr,https://github.com/tesseract-ocr/tesseract.git,http://api.github.com,github_repo,,C++,4457,803,0
51,commons-io,apache,https://github.com/apache/commons-io,http://api.github.com,github_repo,,Java,2303,808,0
52,tika,apache,https://github.com/apache/tika,http://api.github.com,github_repo,,Java,4674,808,0
53,droolsjbpm-integration,kiegroup,https://github.com/kiegroup/droolsjbpm-integration,http://api.github.com,github_repo,,Java,4245,809,0
54,enunciate,stoicflame,https://github.com/stoicflame/enunciate,http://api.github.com,github_repo,,Java,2379,810,0
55,runelite,runelite,https://github.com/runelite/runelite,http://api.github.com,github_repo,,Java,8739,811,0
56,quran_android,quran,https://github.com/quran/quran_android,http://api.github.com,github_repo,,Java,2250,815,0
57,logback,qos-ch,https://github.com/qos-ch/logback,http://api.github.com,github_repo,,Java,3954,816,0
58,strimzi-kafka-operator,strimzi,https://github.com/strimzi/strimzi-kafka-operator,http://api.github.com,github_repo,,Java,2526,821,0
59,scalecube-services,scalecube,https://github.com/scalecube/scalecube-services,http://api.github.com,github_repo,,Java,4317,822,0
60,SFML,LaurentGomila,https://github.com/LaurentGomila/SFML.git,http://api.github.com,github_repo,,C++,2219,825,0
61,jdbi,jdbi,https://github.com/jdbi/jdbi,http://api.github.com,github_repo,,Java,4189,828,0
62,bc-java,bcgit,https://github.com/bcgit/bc-java,http://api.github.com,github_repo,,Java,6269,830,0
63,susi_server,fossasia,https://github.com/fossasia/susi_server,http://api.github.com,github_repo,,Java,3787,837,0
64,logback-android,tony19,https://github.com/tony19/logback-android,http://api.github.com,github_repo,,Java,4233,837,0
65,openpnp,openpnp,https://github.com/openpnp/openpnp,http://api.github.com,github_repo,,Java,3024,844,0
66,SpongeForge,SpongePowered,https://github.com/SpongePowered/SpongeForge,http://api.github.com,github_repo,,Java,3660,849,0
67,nomulus,google,https://github.com/google/nomulus,http://api.github.com,github_repo,,Java,2956,849,0
68,AutoMapper,AutoMapper,https://github.com/AutoMapper/AutoMapper.git,http://api.github.com,github_repo,,C#,3470,851,0
69,jitsi-videobridge,jitsi,https://github.com/jitsi/jitsi-videobridge,http://api.github.com,github_repo,,Java,2990,851,0
70,geode,apache,https://github.com/apache/geode,http://api.github.com,github_repo,,Java,9022,852,0
71,tablesaw,jtablesaw,https://github.com/jtablesaw/tablesaw,http://api.github.com,github_repo,,Java,2276,857,0
72,SchemaCrawler,schemacrawler,https://github.com/schemacrawler/SchemaCrawler,http://api.github.com,github_repo,,Java,5488,867,0
73,ChatSecureAndroid,guardianproject,https://github.com/guardianproject/ChatSecureAndroid,http://api.github.com,github_repo,,Java,2909,874,0
74,floodlight,floodlight,https://github.com/floodlight/floodlight,http://api.github.com,github_repo,,Java,3146,875,0
75,gh4a,slapperwan,https://github.com/slapperwan/gh4a,http://api.github.com,github_repo,,Java,2679,880,0
76,fastjson,alibaba,https://github.com/alibaba/fastjson.git,http://api.github.com,github_repo,,Java,3374,882,0
77,fastjson,ChengJinJin,https://github.com/ChengJinJin/fastjson,http://api.github.com,github_repo,,java,3374,882,0
78,ksql,confluentinc,https://github.com/confluentinc/ksql,http://api.github.com,github_repo,,Java,6017,883,0
79,Catch,philsquared,https://github.com/philsquared/Catch.git,http://api.github.com,github_repo,,C++,3110,888,0
80,rultor,yegor256,https://github.com/yegor256/rultor,http://api.github.com,github_repo,,Java,4246,890,0
81,spring-cloud-openfeign,spring-cloud,https://github.com/spring-cloud/spring-cloud-openfeign,http://api.github.com,github_repo,,Java,2326,901,0
82,tomahawk-android,tomahawk-player,https://github.com/tomahawk-player/tomahawk-android,http://api.github.com,github_repo,,Java,2525,904,0
83,hazelcast-jet,hazelcast,https://github.com/hazelcast/hazelcast-jet,http://api.github.com,github_repo,,Java,2006,914,0
84,syncany,syncany,https://github.com/syncany/syncany,http://api.github.com,github_repo,,Java,3208,914,0
85,spoon,INRIA,https://github.com/INRIA/spoon,http://api.github.com,github_repo,,Java,3010,919,0
86,lombok,rzwitserloot,https://github.com/rzwitserloot/lombok,http://api.github.com,github_repo,,Java,2882,922,0
87,springfox,springfox,https://github.com/springfox/springfox,http://api.github.com,github_repo,,Java,3299,929,0
88,visualvm,oracle,https://github.com/oracle/visualvm,http://api.github.com,github_repo,,Java,103275,930,0
89,cucumber-jvm,cucumber,https://github.com/cucumber/cucumber-jvm,http://api.github.com,github_repo,,Java,4548,931,0
90,wro4j,wro4j,https://github.com/wro4j/wro4j,http://api.github.com,github_repo,,Java,3619,946,0
91,wro4j,alexo,https://github.com/alexo/wro4j,http://api.github.com,github_repo,,Java,3619,946,0
92,encog-java-core,jeffheaton,https://github.com/jeffheaton/encog-java-core,http://api.github.com,github_repo,,Java,3629,951,0
93,openhtmltopdf,danfickle,https://github.com/danfickle/openhtmltopdf,http://api.github.com,github_repo,,Java,3381,959,0
94,sysdig,draios,https://github.com/draios/sysdig.git,http://api.github.com,github_repo,,C++,4297,979,0
95,mondrian,pentaho,https://github.com/pentaho/mondrian,http://api.github.com,github_repo,,Java,4262,982,0
96,copybara,google,https://github.com/google/copybara,http://api.github.com,github_repo,,Java,1909,985,0
97,SonarJS,SonarSource,https://github.com/SonarSource/SonarJS,http://api.github.com,github_repo,,Java,2741,986,0
98,ehcache3,ehcache,https://github.com/ehcache/ehcache3,http://api.github.com,github_repo,,Java,4376,988,0
99,javaparser,javaparser,https://github.com/javaparser/javaparser,http://api.github.com,github_repo,,Java,6251,988,0
100,strongbox,strongbox,https://github.com/strongbox/strongbox,http://api.github.com,github_repo,,Java,5610,992,0
101,spring-xd,spring-projects,https://github.com/spring-projects/spring-xd,http://api.github.com,github_repo,,Java,2768,994,0
102,spring-cloud-sleuth,spring-cloud,https://github.com/spring-cloud/spring-cloud-sleuth,http://api.github.com,github_repo,,Java,2521,995,0
